week,show_type,title,ori_country,genre,release_date,is_NF_Ori,imdb_rating,rt_rating,country_chart,show_link,Continent
37,Movie,"Love, Guaranteed",USA,Comedy,2020-09-03,True,55%,50%,BGR,https://flixpatrol.com/title/love-guaranteed,EUR
37,TV Show,Away,USA,Science Fiction,2020-09-04,True,71%,73%,BGR,https://flixpatrol.com/title/away-2020,EUR
36,Movie,Project Power,USA,Action,2020-08-14,True,61%,63%,BGR,https://flixpatrol.com/title/project-power,EUR
36,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83%,87%,BGR,https://flixpatrol.com/title/lucifer,EUR
35,Movie,Project Power,USA,Action,2020-08-14,True,61%,63%,BGR,https://flixpatrol.com/title/project-power,EUR
35,TV Show,Lucifer,USA,Superhero,2016-01-25,True,83%,87%,BGR,https://flixpatrol.com/title/lucifer,EUR
34,Movie,Project Power,USA,Action,2020-08-14,True,61%,63%,BGR,https://flixpatrol.com/title/project-power,EUR
34,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83%,82%,BGR,https://flixpatrol.com/title/the-umbrella-academy,EUR
33,Movie,Work It,USA,Comedy,2020-08-07,True,61%,,BGR,https://flixpatrol.com/title/work-it-2020,EUR
33,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83%,82%,BGR,https://flixpatrol.com/title/the-umbrella-academy,EUR
32,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62%,28%,BGR,https://flixpatrol.com/title/the-kissing-booth-2,EUR
32,TV Show,The Umbrella Academy,USA,Superhero,2019-02-15,True,83%,82%,BGR,https://flixpatrol.com/title/the-umbrella-academy,EUR
31,Movie,The Kissing Booth 2,United Kingdom,Romance,2020-07-24,True,62%,28%,BGR,https://flixpatrol.com/title/the-kissing-booth-2,EUR
31,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51%,69%,BGR,https://flixpatrol.com/title/cursed-2020,EUR
30,Movie,The Old Guard,USA,Superhero,2020-07-10,True,82%,80%,BGR,https://flixpatrol.com/title/the-old-guard,EUR
30,TV Show,Cursed,USA,Fantasy,2020-07-17,True,51%,69%,BGR,https://flixpatrol.com/title/cursed-2020,EUR
